Age,Gender,Item Purchased,Category,Season,Review Rating,cluster
18,Male,Boots,Footwear,Fall,3.8,1
21,Male,Blouse,Clothing,Fall,3.4,1
35,Male,Coat,Outerwear,Winter,3.2,2
35,Male,Pants,Clothing,Spring,4.7,2
27,Male,Sunglasses,Accessories,Winter,3.1,1
65,Male,Jeans,Clothing,Summer,3.3,0
41,Male,Pants,Clothing,Summer,4.8,2
60,Male,Dress,Clothing,Fall,4.5,0
61,Male,Shoes,Footwear,Summer,3.4,0
24,Male,Sneakers,Footwear,Winter,3.7,1
65,Male,Socks,Clothing,Fall,4.9,0
23,Male,Coat,Outerwear,Spring,3.5,1
30,Male,Shirt,Clothing,Spring,4.6,1
33,Male,Blouse,Clothing,Winter,4.6,2
22,Male,Gloves,Accessories,Fall,4.2,1
67,Male,Skirt,Clothing,Winter,3.7,0
28,Male,Handbag,Accessories,Winter,3.0,1
32,Male,Shirt,Clothing,Winter,4.6,2
40,Male,Coat,Outerwear,Summer,3.2,2
64,Male,Shoes,Footwear,Summer,3.5,0
56,Male,Handbag,Accessories,Winter,2.6,3
63,Male,Jacket,Outerwear,Fall,4.9,0
20,Male,Shirt,Clothing,Summer,2.7,1
54,Male,Hat,Accessories,Fall,4.7,3
31,Male,Sunglasses,Accessories,Spring,4.0,1
36,Male,Shirt,Clothing,Fall,3.5,2
25,Male,Belt,Accessories,Winter,4.8,1
20,Male,Sweater,Clothing,Spring,4.0,1
62,Male,Hoodie,Clothing,Fall,4.1,0
69,Male,Handbag,Accessories,Winter,3.8,0
54,Male,Jeans,Clothing,Summer,5.0,3
39,Male,Backpack,Accessories,Spring,4.0,2
56,Male,Sneakers,Footwear,Summer,3.9,3
39,Male,Jewelry,Accessories,Summer,3.4,2
37,Male,Sunglasses,Accessories,Spring,3.0,2
25,Male,Shorts,Clothing,Fall,4.9,1
35,Male,Boots,Footwear,Spring,3.2,2
45,Male,Skirt,Clothing,Winter,3.8,3
19,Male,Pants,Clothing,Fall,3.8,1
21,Male,T-shirt,Clothing,Spring,4.7,1
65,Male,T-shirt,Clothing,Fall,3.8,0
49,Male,Jacket,Outerwear,Winter,4.6,3
30,Male,Jeans,Clothing,Summer,4.4,1
23,Male,Dress,Clothing,Spring,3.4,1
69,Male,Blouse,Clothing,Winter,4.7,0
29,Male,Hoodie,Clothing,Summer,2.9,1
54,Male,T-shirt,Clothing,Winter,3.4,3
45,Male,Sweater,Clothing,Winter,3.2,3
25,Male,Shorts,Clothing,Winter,2.8,1
34,Male,Jewelry,Accessories,Spring,4.3,2
46,Male,T-shirt,Clothing,Summer,3.3,3
70,Male,Scarf,Accessories,Spring,3.3,0
42,Male,Shoes,Footwear,Winter,3.3,2
45,Male,Sunglasses,Accessories,Spring,3.0,3
57,Male,Coat,Outerwear,Summer,2.8,3
49,Male,Blouse,Clothing,Spring,4.0,3
23,Male,Jeans,Clothing,Fall,4.3,1
47,Male,Shorts,Clothing,Winter,3.8,3
23,Male,Shirt,Clothing,Fall,4.2,1
21,Male,Backpack,Accessories,Fall,3.1,1
45,Male,Belt,Accessories,Winter,2.6,3
67,Male,Blouse,Clothing,Summer,3.4,0
31,Male,Jeans,Clothing,Spring,3.1,1
58,Male,Dress,Clothing,Winter,3.6,0
57,Male,Shorts,Clothing,Summer,2.6,3
42,Male,Jewelry,Accessories,Summer,4.2,2
60,Male,Handbag,Accessories,Spring,2.9,0
21,Male,Jewelry,Accessories,Winter,4.2,1
69,Male,Pants,Clothing,Fall,3.3,0
41,Male,Pants,Clothing,Winter,3.6,2
51,Male,Sandals,Footwear,Spring,4.3,3
23,Male,Skirt,Clothing,Winter,3.3,1
57,Male,Sunglasses,Accessories,Winter,3.0,3
40,Male,Skirt,Clothing,Winter,3.6,2
65,Male,Handbag,Accessories,Summer,3.1,0
61,Male,Coat,Outerwear,Winter,2.9,0
34,Male,Skirt,Clothing,Winter,3.9,2
43,Male,Hoodie,Clothing,Fall,3.2,2
31,Male,Sunglasses,Accessories,Fall,3.1,1
57,Male,Sweater,Clothing,Winter,3.2,3
34,Male,Boots,Footwear,Winter,3.3,2
25,Male,Skirt,Clothing,Fall,4.8,1
66,Male,Dress,Clothing,Fall,3.8,0
56,Male,Belt,Accessories,Spring,4.6,3
49,Male,Jewelry,Accessories,Fall,2.8,3
19,Male,Dress,Clothing,Fall,3.6,1
27,Male,Hat,Accessories,Winter,4.3,1
68,Male,Sweater,Clothing,Spring,4.0,0
20,Male,Skirt,Clothing,Spring,3.5,1
21,Male,Hoodie,Clothing,Fall,4.9,1
36,Male,Sandals,Footwear,Summer,3.1,2
37,Male,Jewelry,Accessories,Winter,3.9,2
61,Male,Dress,Clothing,Summer,3.0,0
68,Male,Hoodie,Clothing,Spring,4.1,0
60,Male,Sweater,Clothing,Winter,4.3,0
69,Male,Jewelry,Accessories,Fall,3.8,0
25,Male,Sandals,Footwear,Summer,3.9,1
32,Male,Socks,Clothing,Winter,4.3,2
53,Male,Backpack,Accessories,Fall,4.3,3
46,Male,Shirt,Clothing,Fall,4.7,3
58,Male,Shoes,Footwear,Summer,3.1,0
21,Male,Coat,Outerwear,Summer,2.7,1
46,Male,Sweater,Clothing,Spring,3.7,3
18,Male,Jacket,Outerwear,Spring,3.3,1
56,Male,Jacket,Outerwear,Summer,3.4,3
18,Male,Sneakers,Footwear,Winter,4.7,1
49,Male,Belt,Accessories,Winter,4.9,3
29,Male,Scarf,Accessories,Winter,4.3,1
67,Male,Jewelry,Accessories,Summer,4.2,0
31,Male,T-shirt,Clothing,Fall,3.7,1
52,Male,Pants,Clothing,Fall,2.7,3
42,Male,Handbag,Accessories,Winter,3.3,2
32,Male,Backpack,Accessories,Summer,4.8,2
47,Male,Gloves,Accessories,Fall,4.1,3
45,Male,Jacket,Outerwear,Spring,4.6,3
20,Male,Sweater,Clothing,Fall,4.9,1
66,Male,Blouse,Clothing,Summer,3.1,0
52,Male,Blouse,Clothing,Spring,3.0,3
50,Male,Gloves,Accessories,Summer,3.7,3
62,Male,Jeans,Clothing,Winter,4.0,0
38,Male,Sneakers,Footwear,Fall,3.0,2
65,Male,Hat,Accessories,Fall,3.8,0
60,Male,Backpack,Accessories,Spring,3.7,0
68,Male,Jeans,Clothing,Fall,4.0,0
62,Male,Skirt,Clothing,Spring,3.1,0
62,Male,Belt,Accessories,Spring,3.9,0
40,Male,Dress,Clothing,Winter,3.7,2
32,Male,Hoodie,Clothing,Fall,3.9,2
22,Male,Coat,Outerwear,Winter,2.7,1
33,Male,Sweater,Clothing,Spring,3.9,2
57,Male,Shorts,Clothing,Winter,2.6,3
60,Male,Sneakers,Footwear,Summer,3.5,0
30,Male,Sweater,Clothing,Winter,4.4,1
41,Male,T-shirt,Clothing,Spring,4.9,2
58,Male,Handbag,Accessories,Fall,3.9,0
34,Male,Sneakers,Footwear,Summer,3.5,2
67,Male,Jacket,Outerwear,Spring,4.3,0
58,Male,Backpack,Accessories,Fall,3.4,0
41,Male,Jeans,Clothing,Fall,2.7,2
42,Male,Belt,Accessories,Summer,3.6,2
50,Male,Boots,Footwear,Summer,4.9,3
40,Male,Shorts,Clothing,Spring,3.5,2
32,Male,Jeans,Clothing,Summer,3.8,2
51,Male,Shoes,Footwear,Winter,4.5,3
26,Male,Hat,Accessories,Summer,4.0,1
32,Male,T-shirt,Clothing,Summer,4.7,2
58,Male,Sunglasses,Accessories,Fall,3.8,0
51,Male,Socks,Clothing,Spring,4.5,3
19,Male,Shirt,Clothing,Fall,5.0,1
57,Male,Shorts,Clothing,Spring,2.8,3
66,Male,Shirt,Clothing,Summer,4.4,0
62,Male,Socks,Clothing,Fall,4.7,0
58,Male,Pants,Clothing,Winter,3.8,0
23,Male,Boots,Footwear,Winter,4.9,1
45,Male,T-shirt,Clothing,Winter,4.2,3
20,Male,T-shirt,Clothing,Spring,4.9,1
33,Male,Coat,Outerwear,Spring,3.9,2
30,Male,Hat,Accessories,Spring,4.9,1
50,Male,Sunglasses,Accessories,Winter,4.8,3
62,Male,Blouse,Clothing,Summer,3.3,0
69,Male,Jewelry,Accessories,Fall,4.6,0
34,Male,Jewelry,Accessories,Spring,4.5,2
49,Male,Skirt,Clothing,Summer,4.1,3
65,Male,Scarf,Accessories,Fall,3.2,0
66,Male,Pants,Clothing,Fall,4.2,0
41,Male,Hat,Accessories,Winter,4.8,2
37,Male,Gloves,Accessories,Fall,4.1,2
32,Male,Shirt,Clothing,Winter,3.7,2
42,Male,Sandals,Footwear,Winter,2.6,2
31,Male,Socks,Clothing,Winter,3.0,1
61,Male,Handbag,Accessories,Summer,4.4,0
36,Male,Jacket,Outerwear,Fall,4.7,2
60,Male,Shorts,Clothing,Spring,2.7,0
51,Male,Sandals,Footwear,Winter,2.8,3
68,Male,Scarf,Accessories,Summer,2.9,0
46,Male,Sandals,Footwear,Summer,4.4,3
19,Male,Jeans,Clothing,Winter,2.7,1
30,Male,Skirt,Clothing,Winter,4.5,1
51,Male,Gloves,Accessories,Winter,2.8,3
28,Male,Skirt,Clothing,Fall,3.1,1
41,Male,Sweater,Clothing,Winter,3.8,2
29,Male,Blouse,Clothing,Spring,2.9,1
25,Male,Sweater,Clothing,Spring,3.8,1
60,Male,Shirt,Clothing,Spring,4.7,0
63,Male,Jewelry,Accessories,Summer,3.2,0
51,Male,T-shirt,Clothing,Summer,4.0,3
22,Male,Scarf,Accessories,Spring,4.9,1
54,Male,Belt,Accessories,Summer,3.7,3
18,Male,T-shirt,Clothing,Summer,4.8,1
29,Male,Sneakers,Footwear,Fall,3.6,1
59,Male,Gloves,Accessories,Winter,4.6,0
25,Male,Sandals,Footwear,Spring,4.3,1
19,Male,Backpack,Accessories,Fall,3.2,1
56,Male,Pants,Clothing,Summer,3.8,3
31,Male,T-shirt,Clothing,Winter,4.2,1
45,Male,Skirt,Clothing,Fall,3.4,3
23,Male,Gloves,Accessories,Spring,4.7,1
18,Male,Blouse,Clothing,Spring,3.9,1
43,Male,Blouse,Clothing,Spring,4.3,2
56,Male,Jeans,Clothing,Fall,2.7,3
43,Male,T-shirt,Clothing,Summer,4.6,2
64,Male,Sweater,Clothing,Fall,2.9,0
67,Male,Pants,Clothing,Fall,3.6,0
63,Male,Boots,Footwear,Winter,3.9,0
54,Male,Skirt,Clothing,Fall,2.6,3
69,Male,Gloves,Accessories,Fall,3.6,0
34,Male,Socks,Clothing,Summer,3.4,2
56,Male,T-shirt,Clothing,Spring,3.5,3
34,Male,Blouse,Clothing,Fall,3.1,2
58,Male,Blouse,Clothing,Winter,4.3,0
44,Male,Scarf,Accessories,Winter,5.0,2
25,Male,Backpack,Accessories,Spring,4.9,1
27,Male,Shorts,Clothing,Summer,4.3,1
26,Male,Jewelry,Accessories,Winter,4.4,1
18,Male,Gloves,Accessories,Spring,4.4,1
64,Male,Hoodie,Clothing,Fall,3.5,0
62,Male,Hoodie,Clothing,Winter,3.4,0
59,Male,Skirt,Clothing,Spring,2.5,0
36,Male,Sunglasses,Accessories,Spring,3.4,2
69,Male,Jewelry,Accessories,Summer,2.6,0
39,Male,Jacket,Outerwear,Fall,4.6,2
28,Male,Dress,Clothing,Summer,3.7,1
42,Male,Hoodie,Clothing,Fall,2.5,2
31,Male,Jeans,Clothing,Fall,4.5,1
57,Male,Sandals,Footwear,Fall,2.9,3
53,Male,Sunglasses,Accessories,Winter,2.9,3
59,Male,Pants,Clothing,Fall,3.5,0
32,Male,Shorts,Clothing,Winter,4.2,2
65,Male,Jewelry,Accessories,Summer,3.3,0
56,Male,Socks,Clothing,Winter,3.9,3
31,Male,Sandals,Footwear,Spring,5.0,1
59,Male,Pants,Clothing,Summer,3.3,0
22,Male,T-shirt,Clothing,Spring,4.2,1
47,Male,Boots,Footwear,Summer,4.9,3
23,Male,Backpack,Accessories,Spring,4.6,1
69,Male,Skirt,Clothing,Fall,4.8,0
18,Male,Scarf,Accessories,Winter,2.7,1
50,Male,Sweater,Clothing,Spring,4.3,3
29,Male,Sandals,Footwear,Fall,3.8,1
65,Male,Jewelry,Accessories,Spring,4.9,0
29,Male,Sweater,Clothing,Winter,3.4,1
49,Male,Skirt,Clothing,Winter,3.6,3
28,Male,Shorts,Clothing,Fall,3.4,1
51,Male,Backpack,Accessories,Fall,4.7,3
26,Male,Hoodie,Clothing,Winter,3.0,1
38,Male,Skirt,Clothing,Winter,3.4,2
35,Male,Skirt,Clothing,Summer,4.6,2
34,Male,Backpack,Accessories,Summer,3.1,2
51,Male,Blouse,Clothing,Spring,2.8,3
47,Male,Shirt,Clothing,Fall,3.5,3
18,Male,Gloves,Accessories,Summer,4.6,1
64,Male,Sandals,Footwear,Summer,4.3,0
30,Male,Jacket,Outerwear,Fall,4.8,1
59,Male,Sneakers,Footwear,Winter,2.9,0
66,Male,Backpack,Accessories,Spring,3.0,0
40,Male,Pants,Clothing,Summer,2.9,2
25,Male,Sunglasses,Accessories,Summer,3.7,1
59,Male,Jeans,Clothing,Fall,4.7,0
66,Male,Pants,Clothing,Spring,3.5,0
54,Male,Jewelry,Accessories,Spring,2.7,3
42,Male,Hoodie,Clothing,Spring,5.0,2
48,Male,Sandals,Footwear,Summer,4.1,3
34,Male,Jacket,Outerwear,Winter,2.7,2
19,Male,Blouse,Clothing,Spring,4.8,1
70,Male,Jewelry,Accessories,Summer,4.3,0
43,Male,Socks,Clothing,Summer,4.5,2
46,Male,Jeans,Clothing,Spring,3.8,3
66,Male,Gloves,Accessories,Winter,3.7,0
50,Male,Hat,Accessories,Fall,3.9,3
55,Male,Shoes,Footwear,Winter,3.3,3
63,Male,Pants,Clothing,Fall,3.4,0
32,Male,Socks,Clothing,Summer,3.8,2
30,Male,Hoodie,Clothing,Winter,2.7,1
35,Male,Hoodie,Clothing,Winter,2.9,2
59,Male,Pants,Clothing,Summer,4.5,0
59,Male,Shirt,Clothing,Summer,2.6,0
54,Male,T-shirt,Clothing,Winter,3.1,3
63,Male,Dress,Clothing,Winter,4.7,0
43,Male,Backpack,Accessories,Summer,4.6,2
33,Male,Gloves,Accessories,Summer,2.7,2
57,Male,Shoes,Footwear,Summer,4.6,3
25,Male,Skirt,Clothing,Spring,4.8,1
26,Male,Gloves,Accessories,Winter,4.2,1
50,Male,Hoodie,Clothing,Winter,4.9,3
70,Male,Socks,Clothing,Winter,4.9,0
68,Male,Gloves,Accessories,Spring,4.5,0
39,Male,Shorts,Clothing,Winter,2.7,2
46,Male,Shoes,Footwear,Fall,3.1,3
57,Male,Jeans,Clothing,Summer,3.3,3
47,Male,Boots,Footwear,Summer,2.6,3
40,Male,Hat,Accessories,Fall,4.4,2
52,Male,Shorts,Clothing,Spring,3.9,3
40,Male,Pants,Clothing,Summer,4.6,2
67,Male,Sweater,Clothing,Fall,4.9,0
67,Male,Jacket,Outerwear,Winter,3.7,0
37,Male,Dress,Clothing,Fall,3.7,2
67,Male,Shirt,Clothing,Spring,4.2,0
64,Male,Dress,Clothing,Winter,3.5,0
28,Male,Belt,Accessories,Spring,2.9,1
54,Male,Hat,Accessories,Spring,3.4,3
54,Male,Backpack,Accessories,Summer,3.3,3
24,Male,Skirt,Clothing,Fall,4.5,1
27,Male,Gloves,Accessories,Winter,4.6,1
53,Male,Jacket,Outerwear,Fall,2.9,3
32,Male,Handbag,Accessories,Spring,3.2,2
24,Male,Sandals,Footwear,Summer,2.6,1
45,Male,Sunglasses,Accessories,Spring,3.8,3
49,Male,Jeans,Clothing,Spring,2.8,3
51,Male,Sandals,Footwear,Winter,4.4,3
69,Male,Shoes,Footwear,Summer,4.7,0
41,Male,Sunglasses,Accessories,Summer,2.7,2
59,Male,Scarf,Accessories,Summer,2.6,0
26,Male,Skirt,Clothing,Summer,3.4,1
23,Male,Gloves,Accessories,Spring,3.9,1
62,Male,Coat,Outerwear,Summer,3.4,0
69,Male,Belt,Accessories,Summer,3.4,0
46,Male,Pants,Clothing,Winter,3.9,3
35,Male,Jewelry,Accessories,Spring,4.0,2
32,Male,Backpack,Accessories,Spring,3.4,2
46,Male,Sneakers,Footwear,Summer,3.7,3
33,Male,Hoodie,Clothing,Winter,4.9,2
32,Male,Blouse,Clothing,Spring,5.0,2
33,Male,Sunglasses,Accessories,Fall,2.9,2
67,Male,Boots,Footwear,Spring,3.0,0
67,Male,Sneakers,Footwear,Summer,3.3,0
42,Male,Backpack,Accessories,Fall,4.7,2
20,Male,Pants,Clothing,Fall,3.4,1
39,Male,Socks,Clothing,Winter,4.6,2
26,Male,Belt,Accessories,Winter,3.6,1
51,Male,Sunglasses,Accessories,Winter,2.6,3
31,Male,Shirt,Clothing,Summer,2.7,1
68,Male,Sneakers,Footwear,Spring,3.1,0
44,Male,Shoes,Footwear,Fall,3.2,2
18,Male,Sandals,Footwear,Winter,3.4,1
58,Male,Scarf,Accessories,Fall,4.4,0
26,Male,Shirt,Clothing,Summer,3.2,1
57,Male,Skirt,Clothing,Spring,2.5,3
37,Male,Boots,Footwear,Summer,3.8,2
24,Male,Sweater,Clothing,Summer,4.4,1
57,Male,Sandals,Footwear,Spring,3.7,3
48,Male,Jeans,Clothing,Fall,3.2,3
39,Male,Backpack,Accessories,Winter,4.9,2
51,Male,Skirt,Clothing,Summer,3.9,3
57,Male,Belt,Accessories,Summer,4.5,3
53,Male,Shoes,Footwear,Winter,3.4,3
70,Male,Socks,Clothing,Winter,4.1,0
60,Male,Backpack,Accessories,Fall,4.5,0
31,Male,Shirt,Clothing,Winter,4.7,1
41,Male,Sweater,Clothing,Winter,4.8,2
62,Male,Handbag,Accessories,Winter,4.4,0
59,Male,Jewelry,Accessories,Winter,4.0,0
46,Male,Socks,Clothing,Winter,4.1,3
62,Male,Socks,Clothing,Fall,3.7,0
42,Male,Shirt,Clothing,Summer,3.0,2
37,Male,Scarf,Accessories,Winter,3.6,2
50,Male,Shoes,Footwear,Fall,4.8,3
29,Male,Shoes,Footwear,Fall,3.7,1
25,Male,Scarf,Accessories,Spring,4.6,1
66,Male,Sunglasses,Accessories,Summer,2.8,0
21,Male,Socks,Clothing,Spring,4.0,1
46,Male,Blouse,Clothing,Winter,4.2,3
57,Male,Jeans,Clothing,Summer,3.6,3
61,Male,Shorts,Clothing,Spring,2.9,0
53,Male,T-shirt,Clothing,Summer,4.1,3
37,Male,Blouse,Clothing,Winter,3.1,2
39,Male,Belt,Accessories,Summer,4.3,2
53,Male,Blouse,Clothing,Spring,4.4,3
35,Male,T-shirt,Clothing,Spring,3.1,2
69,Male,Jewelry,Accessories,Spring,2.9,0
66,Male,Jacket,Outerwear,Winter,3.2,0
19,Male,Shoes,Footwear,Spring,4.0,1
47,Male,Gloves,Accessories,Summer,2.7,3
49,Male,Jeans,Clothing,Spring,3.0,3
31,Male,Jewelry,Accessories,Fall,4.4,1
39,Male,Pants,Clothing,Winter,2.8,2
58,Male,Jewelry,Accessories,Summer,3.1,0
45,Male,Sneakers,Footwear,Winter,3.9,3
68,Male,Boots,Footwear,Fall,2.7,0
35,Male,Hat,Accessories,Summer,3.4,2
65,Male,T-shirt,Clothing,Spring,3.8,0
45,Male,Backpack,Accessories,Winter,3.7,3
19,Male,Sunglasses,Accessories,Spring,4.5,1
65,Male,Sweater,Clothing,Spring,2.9,0
28,Male,Handbag,Accessories,Fall,3.4,1
55,Male,Backpack,Accessories,Spring,4.4,3
66,Male,Socks,Clothing,Spring,4.2,0
29,Male,Shirt,Clothing,Winter,3.3,1
56,Male,Shorts,Clothing,Spring,3.7,3
21,Male,Belt,Accessories,Fall,3.2,1
32,Male,Sweater,Clothing,Summer,2.6,2
54,Male,Coat,Outerwear,Fall,2.8,3
61,Male,Shorts,Clothing,Fall,2.9,0
31,Male,Shoes,Footwear,Summer,4.0,1
27,Male,Sneakers,Footwear,Spring,2.9,1
64,Male,Sneakers,Footwear,Fall,4.7,0
60,Male,Pants,Clothing,Fall,3.1,0
70,Male,Jewelry,Accessories,Summer,3.9,0
36,Male,T-shirt,Clothing,Fall,3.4,2
56,Male,Jewelry,Accessories,Spring,3.1,3
69,Male,Jacket,Outerwear,Fall,4.8,0
39,Male,Backpack,Accessories,Winter,3.9,2
38,Male,Belt,Accessories,Winter,3.5,2
36,Male,Scarf,Accessories,Summer,3.1,2
46,Male,Sweater,Clothing,Fall,4.7,3
59,Male,Gloves,Accessories,Fall,4.6,0
64,Male,Scarf,Accessories,Fall,3.3,0
49,Male,Dress,Clothing,Spring,3.2,3
32,Male,Jeans,Clothing,Summer,3.1,2
29,Male,Sunglasses,Accessories,Fall,3.5,1
24,Male,Coat,Outerwear,Spring,4.3,1
41,Male,Jeans,Clothing,Summer,2.9,2
41,Male,Scarf,Accessories,Fall,2.7,2
32,Male,Blouse,Clothing,Summer,4.0,2
69,Male,Jeans,Clothing,Fall,4.6,0
65,Male,Dress,Clothing,Summer,4.7,0
54,Male,Hat,Accessories,Summer,4.7,3
39,Male,Sandals,Footwear,Spring,4.0,2
37,Male,Jacket,Outerwear,Spring,3.6,2
51,Male,Socks,Clothing,Winter,3.4,3
26,Male,Jeans,Clothing,Fall,3.0,1
42,Male,Sandals,Footwear,Fall,2.6,2
21,Male,Dress,Clothing,Spring,4.2,1
53,Male,Socks,Clothing,Spring,3.4,3
36,Male,Hoodie,Clothing,Fall,4.0,2
21,Male,Dress,Clothing,Summer,4.7,1
33,Male,Sneakers,Footwear,Winter,3.9,2
49,Male,T-shirt,Clothing,Summer,3.3,3
31,Male,T-shirt,Clothing,Summer,2.9,1
68,Male,Sweater,Clothing,Spring,4.4,0
49,Male,Shirt,Clothing,Winter,3.6,3
23,Male,Hat,Accessories,Spring,4.5,1
30,Male,Pants,Clothing,Summer,3.7,1
53,Male,Shoes,Footwear,Spring,2.8,3
65,Male,Gloves,Accessories,Spring,4.5,0
60,Male,Jewelry,Accessories,Fall,4.4,0
46,Male,Pants,Clothing,Winter,3.3,3
54,Male,Hoodie,Clothing,Winter,4.2,3
59,Male,Jewelry,Accessories,Fall,2.7,0
52,Male,Socks,Clothing,Spring,3.9,3
41,Male,Sunglasses,Accessories,Spring,2.6,2
43,Male,Belt,Accessories,Fall,4.5,2
63,Male,Dress,Clothing,Spring,2.7,0
37,Male,Shirt,Clothing,Winter,2.9,2
44,Male,Scarf,Accessories,Winter,3.4,2
67,Male,Jacket,Outerwear,Summer,2.9,0
27,Male,Dress,Clothing,Summer,3.8,1
60,Male,Socks,Clothing,Fall,4.2,0
58,Male,Jewelry,Accessories,Spring,3.5,0
53,Male,Scarf,Accessories,Fall,3.1,3
43,Male,Backpack,Accessories,Winter,3.5,2
32,Male,Jacket,Outerwear,Fall,4.0,2
54,Male,Coat,Outerwear,Spring,3.7,3
47,Male,Skirt,Clothing,Fall,4.2,3
57,Male,Coat,Outerwear,Fall,4.8,3
63,Male,Shoes,Footwear,Winter,4.1,0
70,Male,Boots,Footwear,Spring,4.5,0
62,Male,Coat,Outerwear,Fall,2.7,0
40,Male,Skirt,Clothing,Fall,2.8,2
25,Male,Backpack,Accessories,Summer,3.7,1
19,Male,Shorts,Clothing,Fall,3.6,1
25,Male,Skirt,Clothing,Fall,4.7,1
21,Male,Hat,Accessories,Summer,3.8,1
55,Male,Sandals,Footwear,Winter,2.9,3
34,Male,Sunglasses,Accessories,Winter,4.6,2
47,Male,Sunglasses,Accessories,Summer,2.8,3
27,Male,Socks,Clothing,Winter,4.6,1
67,Male,Sweater,Clothing,Fall,2.8,0
40,Male,Boots,Footwear,Winter,3.0,2
53,Male,Handbag,Accessories,Fall,3.7,3
24,Male,Dress,Clothing,Winter,4.1,1
47,Male,Hat,Accessories,Winter,4.3,3
53,Male,Sandals,Footwear,Fall,3.8,3
47,Male,Shoes,Footwear,Winter,3.7,3
38,Male,Skirt,Clothing,Winter,4.8,2
48,Male,Sunglasses,Accessories,Summer,4.6,3
47,Male,Skirt,Clothing,Fall,4.8,3
19,Male,T-shirt,Clothing,Winter,4.6,1
38,Male,Sandals,Footwear,Winter,4.0,2
57,Male,Shirt,Clothing,Spring,2.6,3
70,Male,Jeans,Clothing,Fall,2.6,0
38,Male,Shorts,Clothing,Summer,4.5,2
35,Male,Shirt,Clothing,Fall,4.2,2
46,Male,Scarf,Accessories,Spring,3.4,3
32,Male,Handbag,Accessories,Fall,3.7,2
38,Male,Skirt,Clothing,Winter,3.6,2
41,Male,Handbag,Accessories,Winter,4.0,2
19,Male,Gloves,Accessories,Spring,4.6,1
18,Male,Shirt,Clothing,Fall,3.0,1
45,Male,Blouse,Clothing,Winter,3.3,3
23,Male,Dress,Clothing,Summer,3.8,1
60,Male,Shorts,Clothing,Summer,2.7,0
52,Male,Shoes,Footwear,Spring,4.5,3
42,Male,Sandals,Footwear,Winter,4.8,2
29,Male,Pants,Clothing,Summer,4.2,1
31,Male,Jacket,Outerwear,Spring,3.5,1
30,Male,Skirt,Clothing,Winter,4.9,1
23,Male,Handbag,Accessories,Spring,4.1,1
31,Male,Coat,Outerwear,Fall,2.9,1
40,Male,Sweater,Clothing,Fall,4.0,2
39,Male,Shorts,Clothing,Summer,4.6,2
28,Male,Skirt,Clothing,Fall,2.8,1
23,Male,Gloves,Accessories,Summer,5.0,1
42,Male,Backpack,Accessories,Spring,2.9,2
68,Male,Dress,Clothing,Spring,3.3,0
24,Male,Belt,Accessories,Winter,3.4,1
24,Male,Gloves,Accessories,Winter,3.0,1
21,Male,Jewelry,Accessories,Summer,4.7,1
49,Male,Socks,Clothing,Fall,2.9,3
41,Male,Coat,Outerwear,Summer,4.1,2
22,Male,Handbag,Accessories,Fall,3.2,1
42,Male,Blouse,Clothing,Winter,2.7,2
30,Male,Shorts,Clothing,Spring,4.7,1
38,Male,Shoes,Footwear,Spring,3.2,2
40,Male,Shorts,Clothing,Winter,2.5,2
55,Male,Sandals,Footwear,Winter,4.3,3
37,Male,Blouse,Clothing,Spring,4.4,2
41,Male,Coat,Outerwear,Winter,4.7,2
38,Male,Blouse,Clothing,Fall,4.0,2
42,Male,Belt,Accessories,Spring,4.6,2
26,Male,Blouse,Clothing,Summer,3.8,1
41,Male,Scarf,Accessories,Winter,3.2,2
27,Male,Shirt,Clothing,Spring,5.0,1
61,Male,Socks,Clothing,Summer,3.5,0
58,Male,Jeans,Clothing,Fall,3.7,0
25,Male,Dress,Clothing,Spring,4.8,1
33,Male,Boots,Footwear,Summer,3.7,2
57,Male,Scarf,Accessories,Summer,3.5,3
39,Male,Scarf,Accessories,Summer,4.9,2
60,Male,Gloves,Accessories,Summer,4.7,0
39,Male,Pants,Clothing,Spring,4.9,2
42,Male,Dress,Clothing,Summer,4.3,2
53,Male,Dress,Clothing,Winter,3.1,3
20,Male,Jeans,Clothing,Winter,3.4,1
46,Male,Sweater,Clothing,Fall,2.7,3
46,Male,Sandals,Footwear,Spring,2.6,3
69,Male,Handbag,Accessories,Fall,2.9,0
28,Male,Scarf,Accessories,Summer,2.7,1
42,Male,Sandals,Footwear,Summer,4.5,2
30,Male,Sunglasses,Accessories,Summer,3.1,1
50,Male,Sweater,Clothing,Winter,3.2,3
59,Male,Pants,Clothing,Winter,3.3,0
54,Male,Hat,Accessories,Fall,2.9,3
50,Male,Belt,Accessories,Fall,4.1,3
25,Male,Sandals,Footwear,Winter,2.7,1
41,Male,Pants,Clothing,Winter,4.0,2
35,Male,Jewelry,Accessories,Fall,2.6,2
67,Male,Sunglasses,Accessories,Winter,3.5,0
33,Male,Blouse,Clothing,Fall,2.8,2
19,Male,Belt,Accessories,Fall,4.5,1
25,Male,Shorts,Clothing,Fall,3.0,1
32,Male,Pants,Clothing,Summer,4.4,2
30,Male,Sandals,Footwear,Fall,4.7,1
18,Male,Gloves,Accessories,Winter,4.3,1
38,Male,Belt,Accessories,Spring,4.8,2
22,Male,Shirt,Clothing,Spring,4.8,1
40,Male,Scarf,Accessories,Summer,4.4,2
54,Male,Gloves,Accessories,Fall,3.7,3
